zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population_2014
38506,STANDARD,0,Cookeville,,"Cookevl, Cookevle",TN,Putnam County,America/Chicago,931,NA,US,36.19,-85.43,23830
38541,STANDARD,0,Allons,,,TN,Overton County,,,NA,US,36.51,-85.32,1250
38542,STANDARD,0,Allred,,,TN,Overton County,America/Chicago,931,NA,US,36.32,-85.2,31
38543,STANDARD,0,Alpine,,,TN,Overton County,America/Chicago,931,NA,US,36.36,-85.14,450
38544,STANDARD,0,Baxter,,,TN,Putnam County,,931,NA,US,36.15,-85.63,5820
38545,STANDARD,0,Bloomington Springs,Blmngton Spgs,,TN,Jackson County,,931,NA,US,36.22,-85.66,1030
38547,STANDARD,0,Brush Creek,,,TN,Smith County,America/Chicago,615,NA,US,36.11,-86.01,1810
38548,STANDARD,0,Buffalo Valley,Buffalo Vly,,TN,Putnam County,,615,NA,US,36.18,-85.75,680
38549,STANDARD,0,Byrdstown,,,TN,Pickett County,America/Chicago,931,NA,US,36.57,-85.13,3110
38550,PO BOX,0,Campaign,,,TN,Warren County,America/Chicago,931,NA,US,35.76,-85.64,56
38551,STANDARD,0,Celina,,,TN,Clay County,America/Chicago,931,NA,US,36.54,-85.5,3220
38552,STANDARD,0,Chestnut Mound,Chestnut Mnd,,TN,Smith County,America/Chicago,615,NA,US,36.22,-85.81,300
38553,STANDARD,0,Clarkrange,,,TN,Fentress County,America/Chicago,931,NA,US,36.21,-84.96,1910
38554,STANDARD,0,Crawford,,,TN,Overton County,America/Chicago,931,NA,US,36.24,-85.18,690
38555,STANDARD,0,Crossville,"Fairfield Glade, Fairfld Glde",Fairfield,TN,Cumberland County,America/Chicago,931,NA,US,35.95,-85.03,14980
38556,STANDARD,0,Jamestown,,,TN,Fentress County,America/Chicago,931,NA,US,36.43,-84.93,8860
38557,PO BOX,0,Crossville,,,TN,Cumberland County,America/Chicago,931,NA,US,35.95,-85.03,1851
38558,STANDARD,0,Crossville,,"Crossvl, Crossvle, Fairfield, Fairfield Glade, Fairfld Glade",TN,Cumberland County,America/Chicago,931,NA,US,36.01,-84.87,7280
38559,STANDARD,0,Doyle,,,TN,White County,America/Chicago,931,NA,US,35.85,-85.51,1080
38560,STANDARD,0,Elmwood,,,TN,Smith County,America/Chicago,615,NA,US,36.24,-85.88,1130
38562,STANDARD,0,Gainesboro,,,TN,Jackson County,America/Chicago,931,NA,US,36.36,-85.65,4650
38563,STANDARD,0,Gordonsville,,New Middleton,TN,Smith County,America/Chicago,615,NA,US,36.18,-85.93,2250
38564,STANDARD,0,Granville,,,TN,Jackson County,America/Chicago,931,NA,US,36.27,-85.74,400
38565,STANDARD,0,Grimsley,,,TN,Fentress County,America/Chicago,931,NA,US,36.25,-85.03,940
38567,STANDARD,0,Hickman,,,TN,Smith County,America/Chicago,615,NA,US,36.1,-85.9,750
38568,STANDARD,0,Hilham,,,TN,Overton County,,,NA,US,36.44,-85.47,1530
38569,STANDARD,0,Lancaster,,,TN,Smith County,America/Chicago,615,NA,US,36.09,-85.85,290
38570,STANDARD,0,Livingston,,,TN,Overton County,America/Chicago,931,NA,US,36.38,-85.32,7690
38571,STANDARD,0,Crossville,,,TN,Cumberland County,America/Chicago,931,NA,US,36.05,-85.01,11380
38572,STANDARD,0,Crossville,,,TN,Cumberland County,America/Chicago,931,NA,US,35.85,-85.13,9680
38573,STANDARD,0,Monroe,,,TN,Overton County,,,NA,US,36.45,-85.2,1760
38574,STANDARD,0,Monterey,,,TN,Putnam County,,931,NA,US,36.13,-85.24,7680
38575,STANDARD,0,Moss,,,TN,Clay County,America/Chicago,931,NA,US,36.59,-85.68,960
38577,STANDARD,0,Pall Mall,,,TN,Pickett County,,,NA,US,36.56,-84.95,910
38578,PO BOX,0,Pleasant Hill,,,TN,Cumberland County,America/Chicago,931,NA,US,35.98,-85.2,698
38579,STANDARD,0,Quebeck,,,TN,White County,America/Chicago,931,NA,US,35.84,-85.55,820
38580,STANDARD,0,Rickman,,,TN,Overton County,America/Chicago,931,NA,US,36.29,-85.3,1700
38581,STANDARD,0,Rock Island,Bone Cave,,TN,Warren County,,931,NA,US,35.71,-85.6,3520
38582,STANDARD,0,Silver Point,,,TN,Putnam County,,,NA,US,36.09,-85.76,1110
38583,STANDARD,0,Sparta,"Ravenscroft, Riverwatch",,TN,White County,,931,NA,US,35.93,-85.47,19750
38585,STANDARD,0,Spencer,,,TN,Van Buren County,America/Chicago,"423,931",NA,US,35.74,-85.45,3180
38587,STANDARD,0,Walling,,,TN,White County,America/Chicago,931,NA,US,35.85,-85.62,1020
38588,STANDARD,0,Whitleyville,,,TN,Jackson County,,931,NA,US,36.48,-85.7,780
38589,STANDARD,0,Wilder,,,TN,Overton County,America/Chicago,931,NA,US,36.26,-85.08,93
